"5/14/19 1:57","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","UPPER SPROUL PLAZA","","CLOSED"
"5/14/19 4:32","","PEDESTRIAN STOP","SUSPECT STOP","BWW","","CLOSED"
"5/14/19 5:07","","WELFARE CHECK","CHECK WELFARE- 911 CALL","UPPER SPROUL PLAZA","","CLOSED"
"5/14/19 6:49","","MISC. SERVICE","FOUND PROPERTY","BANWAY LOT","","CLOSED"
"5/14/19 6:53","19-01300","TRAFFIC","ACCIDENT / MINOR INJURIES","HAAS CLUBHOUSE LOT","OCCURRED: 05/14/19 0653 HOURS (MW-39-O) VICTIM MINOR TRAFFIC ACCIDENT, BICYLIST VS PAVEMENT, HAAS CLUBHOUSE LOT. BFD RESPONDED AND TRANSPORTED TO ABH.","UNDER INVESTIGATION"
"5/14/19 8:24","19-01301","MISC. SERVICE","FOUND PROPERTY","MLK","OCCURRED: 05/14/19 0824 HOURS FOUND PROPERTY, MLK. TO UCPD FOR DESTRUCTION.","UNDER INVESTIGATION"
"5/14/19 8:51","19-01302","ALL OTHER OFFENSES","DISTURBING THE PEACE","UNIVERSITY HALL","(MB-61-O) REPORT TAKEN FOR DISORDERLY CONDUCT, UNIVERSITY HALL RM 198.","UNDER INVESTIGATION"
"5/14/19 9:14","19-01303","MISC. SERVICE","PROPERTY DAMAGE","REC SPRT FAC GARAGE","OCC 05/13/2019 0850-1713 (FB-36-E) REPORTS DAMAGE TO HER BLACK 2014 FORD FOCUS, 7FDT779, RSF GARAGE. LOSS UNKNOWN. NO SUSPECTS","UNDER INVESTIGATION"
"5/14/19 9:46","19-01304","MISC. SERVICE","PROPERTY DAMAGE","LBNL-59","OCCURRED: 05/14/19 0846 HOURS (MW-64-L) REPORTS DAMAGE TO HIS WHITE 2019 TESLA AND PARKING LOT CONSTRUCTION BARRIER.","UNDER INVESTIGATION"
"5/14/19 10:02","","WELFARE CHECK","WELFARE CHECK","CHANNING/COLLEGE","","CLOSED"
"5/14/19 10:05","19-01305","WEAPONS VIOLATIONS","BRANDISHING WEAPON","GRINNELL PATH","OCCURRED: 05/14/19 1028 HOURS KRAVIT, THOMAS (MW-58-O) ARRESTED FOR BRANDISHING A DEADLY WEAPON OTHER THAN A FIREARM. GRINELL PATH. TO BPD JAIL.","CLOSED BY ARREST"
"5/14/19 10:38","","MISC. SERVICE","FOUND PROPERTY","DOE LIBRARY","","CLOSED"
"5/14/19 11:13","","ALL OTHER OFFENSES","DISTURBING THE PEACE","BWW","","CLOSED"
"5/14/19 11:27","","TRAFFIC STOP","TRAFFIC STOP","DURANT E ELLSWORTH","","CLOSED BY CITATION"
"5/14/19 11:28","19-01308","MEDICAL EVENT","INJURY OR ILLNESS","GENETICS & PLANT BIOLOGY","OCCURRED: 05/14/19 1128 HOURS (MW-22-S) VICTIM OF ILLNESS, GPB. BFD RESPONDED AND TRANSPORTED TO ABH","CLOSED"
"5/14/19 12:06","","WELFARE CHECK","CHECK WELFARE- 911 CALL","UNDERHILL LOT","","CLOSED"
"5/14/19 12:50","19-01306","OTHER ASSAULTS","SPOUSAL/COHAB ABUSE (MISD)","TANG CENTER","OCCURRED: 05/10/19 DOE, JOHN REFUSED REPORT FOR SPOUSAL/COHAB ABUSE, TANG CENTER.","UNDER INVESTIGATION"
"5/14/19 12:54","","ALL OTHER OFFENSES","RULE VIOLATION","ANNA HEAD","","CLOSED"
"5/14/19 13:37","","ALL OTHER OFFENSES","TRESPASS - REAL PROP OR STRUCTURE W/OUT OWNER CONSENT","GILL TRACT","","CLOSED"
