"6/21/19 0:15","19-01631","ALL OTHER OFFENSES","RULE VIOLATION","UNIVERSITY VILLAGE ALBANY","OCCD 06/20/2019, 2330 (FW-42-S) REPORTS RULES VIOLATION OF UNLEASHED DOGS, 755 OHLONE-UVA.","UNDER INVESTIGATION"
"6/21/19 0:23","19-01632","ALL OTHER OFFENSES","VIOLATION OF COURT ORDER","BANCROFT/ELLSWORTH","OCCD 06/21/2019, 0023 (MB-16-0) CONTACTED FOR VIOLATION OF A COURT ORDER, BANCROFT/ELLSWORTH. RELEASED TO GUARDIAN. REPORT FORWARDED TO JUVENILE PROBATION.","UNDER INVESTIGATION"
"6/21/19 0:24","19-01633","ALL OTHER OFFENSES","VIOLATION OF COURT ORDER","BANCROFT/ELLSWORTH","OCCD 06/21/2019, 0024 (MH-16-O) CONTACTED FOR VIOLATION OF A COURT ORDER, BANCROFT/ELLSWORTH. RELEASED TO GUARDIAN. REPORT FORWARDED TO JUVENILE PROBATION.","UNDER INVESTIGATION"
"6/21/19 0:50","","PEDESTRIAN STOP","PEDESTRIAN STOP","PEOPLES PARK","","FIELD IDENTIFICATION CARD"
"6/21/19 1:02","","PEDESTRIAN STOP","PEDESTRIAN STOP","PEOPLES PARK","","FIELD IDENTIFICATION CARD"
"6/21/19 1:24","19-01634","ALL OTHER OFFENSES","WARRANT ARREST","UNIT-2 CUNNINGHAM","OCCD 06/21/2019, 0142 DELIMA, ROBERT (MW-48-O) ARRESTED FOR A $120,000 FELONY ACSO WARRANT, A NO BAIL FELONY BPD WARRANT AND FOR RESISTING ARREST, UNIT-2 CUNNINGHAM TO BPD JAIL.","CLOSED BY ARREST"
"6/21/19 4:22","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","RICHMOND FIELD STATION","","CLOSED"
"6/21/19 4:31","","PEDESTRIAN STOP","PEDESTRIAN STOP","LOWER SPROUL GARAGE","","CLOSED"
"6/21/19 4:53","","WELFARE CHECK","CHECK WELFARE- 911 CALL","2121 BERKELEY WAY","","CLOSED"
"6/21/19 5:12","","PEDESTRIAN STOP","PEDESTRIAN STOP","WICKSON BRIDGE","","FIELD IDENTIFICATION CARD"
"6/21/19 8:01","","TRAFFIC","ACCIDENT / UNKNOWN INJURIES","SHATTUCK/HASTE","","CLOSED"
"6/21/19 8:41","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","UNIVERSITY HALL","","CLOSED"
"6/21/19 9:28","","TRAFFIC STOP","TRAFFIC STOP","BOWDITCH DURANT","","WARNING ISSUED"
"6/21/19 9:45","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","DONNER LAB","","CANCELLED"
"6/21/19 9:47","","WELFARE CHECK","WELFARE CHECK","PEOPLES PARK","","CLOSED"
"6/21/19 10:05","","PEDESTRIAN STOP","PEDESTRIAN STOP","PEOPLES PARK","","FIELD IDENTIFICATION CARD"
